RegioS,k_45JaarOfOuder_15,Perioden
GM0327,0.0,2023JJ00
GM0260,0.0,1988JJ00
GM0260,0.0,1989JJ00
GM0260,0.0,1990JJ00
GM0260,0.0,1991JJ00
GM0260,0.0,1992JJ00
GM0260,0.0,1993JJ00
GM0260,0.0,1994JJ00
GM0260,0.0,1995JJ00
GM0260,0.0,1996JJ00
GM0260,0.0,1997JJ00
GM0260,0.0,1998JJ00
GM0260,0.0,1999JJ00
GM0260,0.0,2000JJ00
GM0260,0.0,2001JJ00
GM0260,0.0,2002JJ00
GM0260,0.0,2003JJ00
GM0260,0.0,2004JJ00
GM0260,,2005JJ00
GM0260,,2006JJ00
GM0260,,2007JJ00
GM0260,,2008JJ00
GM0260,,2009JJ00
GM0260,,2010JJ00
GM0260,,2011JJ00
GM0260,,2012JJ00
GM0260,,2013JJ00
GM0260,,2014JJ00
GM0260,,2015JJ00
GM0260,,2016JJ00
GM0260,,2017JJ00
GM0260,,2018JJ00
GM0260,,2019JJ00
GM0260,,2020JJ00
GM0260,,2021JJ00
GM0260,,2022JJ00
GM0260,,2023JJ00
GM1673,,1988JJ00
GM1673,,1989JJ00
GM1673,,1990JJ00
GM1673,,1991JJ00
GM1673,,1992JJ00
GM1673,,1993JJ00
GM1673,0.0,1994JJ00
GM1673,0.0,1995JJ00
GM1673,0.0,1996JJ00
GM1673,0.0,1997JJ00
GM1673,0.0,1998JJ00
GM1673,0.0,1999JJ00
GM1673,0.0,2000JJ00
GM1673,0.0,2001JJ00
GM1673,0.0,2002JJ00
GM1673,0.0,2003JJ00
GM1673,0.0,2004JJ00
GM1673,0.0,2005JJ00
GM1673,0.0,2006JJ00
GM1673,,2007JJ00
GM1673,,2008JJ00
GM1673,,2009JJ00
GM1673,,2010JJ00
GM1673,,2011JJ00
GM1673,,2012JJ00
GM1673,,2013JJ00
GM1673,,2014JJ00
GM1673,,2015JJ00
GM1673,,2016JJ00
GM1673,,2017JJ00
GM1673,,2018JJ00
GM1673,,2019JJ00
GM1673,,2020JJ00
GM1673,,2021JJ00
GM1673,,2022JJ00
GM1673,,2023JJ00
GM0806,0.0,1988JJ00
GM0806,0.0,1989JJ00
GM0806,0.0,1990JJ00
GM0806,0.0,1991JJ00
GM0806,0.0,1992JJ00
GM0806,1.0,1993JJ00
GM0806,0.0,1994JJ00
GM0806,0.0,1995JJ00
GM0806,,1996JJ00
GM0806,,1997JJ00
GM0806,,1998JJ00
GM0806,,1999JJ00
GM0806,,2000JJ00
GM0806,,2001JJ00
GM0806,,2002JJ00
GM0806,,2003JJ00
GM0806,,2004JJ00
GM0806,,2005JJ00
GM0806,,2006JJ00
GM0806,,2007JJ00
GM0806,,2008JJ00
GM0806,,2009JJ00
GM0806,,2010JJ00
GM0806,,2011JJ00
GM0806,,2012JJ00
GM0806,,2013JJ00
GM0806,,2014JJ00
GM0806,,2015JJ00
GM0806,,2016JJ00
GM0806,,2017JJ00
GM0806,,2018JJ00
GM0806,,2019JJ00
GM0806,,2020JJ00
GM0806,,2021JJ00
GM0806,,2022JJ00
GM0806,,2023JJ00
GM0261,0.0,1988JJ00
GM0261,0.0,1989JJ00
GM0261,1.0,1990JJ00
GM0261,1.0,1991JJ00
GM0261,0.0,1992JJ00
GM0261,0.0,1993JJ00
GM0261,0.0,1994JJ00
GM0261,0.0,1995JJ00
GM0261,0.0,1996JJ00
GM0261,0.0,1997JJ00
GM0261,0.0,1998JJ00
GM0261,,1999JJ00
GM0261,,2000JJ00
GM0261,,2001JJ00
GM0261,,2002JJ00
GM0261,,2003JJ00
GM0261,,2004JJ00
GM0261,,2005JJ00
GM0261,,2006JJ00
GM0261,,2007JJ00
GM0261,,2008JJ00
GM0261,,2009JJ00
GM0261,,2010JJ00
GM0261,,2011JJ00
GM0261,,2012JJ00
GM0261,,2013JJ00
GM0261,,2014JJ00
GM0261,,2015JJ00
GM0261,,2016JJ00
GM0261,,2017JJ00
GM0261,,2018JJ00
GM0261,,2019JJ00
GM0261,,2020JJ00
GM0261,,2021JJ00
GM0261,,2022JJ00
GM0261,,2023JJ00
GM0552,0.0,1988JJ00
GM0552,0.0,1989JJ00
GM0552,0.0,1990JJ00
GM0552,0.0,1991JJ00
GM0552,0.0,1992JJ00
GM0552,0.0,1993JJ00
GM0552,0.0,1994JJ00
GM0552,0.0,1995JJ00
GM0552,0.0,1996JJ00
GM0552,0.0,1997JJ00
GM0552,0.0,1998JJ00
GM0552,0.0,1999JJ00
GM0552,0.0,2000JJ00
GM0552,0.0,2001JJ00
GM0552,0.0,2002JJ00
GM0552,0.0,2003JJ00
GM0552,,2004JJ00
GM0552,,2005JJ00
GM0552,,2006JJ00
GM0552,,2007JJ00
GM0552,,2008JJ00
GM0552,,2009JJ00
GM0552,,2010JJ00
GM0552,,2011JJ00
GM0552,,2012JJ00
GM0552,,2013JJ00
GM0552,,2014JJ00
GM0552,,2015JJ00
GM0552,,2016JJ00
GM0552,,2017JJ00
GM0552,,2018JJ00
GM0552,,2019JJ00
GM0552,,2020JJ00
GM0552,,2021JJ00
GM0552,,2022JJ00
GM0552,,2023JJ00
GM0807,0.0,1988JJ00
GM0807,0.0,1989JJ00
GM0807,0.0,1990JJ00
GM0807,0.0,1991JJ00
GM0807,0.0,1992JJ00
GM0807,0.0,1993JJ00
GM0807,0.0,1994JJ00
GM0807,0.0,1995JJ00
GM0807,0.0,1996JJ00
GM0807,,1997JJ00
GM0807,,1998JJ00
GM0807,,1999JJ00
GM0807,,2000JJ00
GM0807,,2001JJ00
GM0807,,2002JJ00
GM0807,,2003JJ00
GM0807,,2004JJ00
GM0807,,2005JJ00
GM0807,,2006JJ00
GM0807,,2007JJ00
GM0807,,2008JJ00
GM0807,,2009JJ00
GM0807,,2010JJ00
GM0807,,2011JJ00
GM0807,,2012JJ00
GM0807,,2013JJ00
GM0807,,2014JJ00
GM0807,,2015JJ00
GM0807,,2016JJ00
GM0807,,2017JJ00
GM0807,,2018JJ00
GM0807,,2019JJ00
GM0807,,2020JJ00
GM0807,,2021JJ00
GM0807,,2022JJ00
GM0807,,2023JJ00
GM0694,1.0,1988JJ00
GM0694,0.0,1989JJ00
GM0694,1.0,1990JJ00
GM0694,0.0,1991JJ00
GM0694,1.0,1992JJ00
GM0694,1.0,1993JJ00
GM0694,0.0,1994JJ00
GM0694,1.0,1995JJ00
GM0694,0.0,1996JJ00
GM0694,0.0,1997JJ00
GM0694,0.0,1998JJ00
GM0694,0.0,1999JJ00
GM0694,0.0,2000JJ00
GM0694,0.0,2001JJ00
GM0694,0.0,2002JJ00
GM0694,0.0,2003JJ00
GM0694,1.0,2004JJ00
GM0694,0.0,2005JJ00
GM0694,0.0,2006JJ00
GM0694,1.0,2007JJ00
GM0694,1.0,2008JJ00
GM0694,0.0,2009JJ00
GM0694,0.0,2010JJ00
GM0694,0.0,2011JJ00
GM0694,0.0,2012JJ00
GM0694,,2013JJ00
GM0694,,2014JJ00
GM0694,,2015JJ00
GM0694,,2016JJ00
GM0694,,2017JJ00
GM0694,,2018JJ00
GM0694,,2019JJ00
GM0694,,2020JJ00
GM0694,,2021JJ00
GM0694,,2022JJ00
GM0694,,2023JJ00
GM0418,0.0,1988JJ00
GM0418,0.0,1989JJ00
GM0418,0.0,1990JJ00
GM0418,0.0,1991JJ00
GM0418,0.0,1992JJ00
GM0418,0.0,1993JJ00
GM0418,0.0,1994JJ00
GM0418,0.0,1995JJ00
GM0418,0.0,1996JJ00
GM0418,0.0,1997JJ00
GM0418,0.0,1998JJ00
GM0418,0.0,1999JJ00
GM0418,0.0,2000JJ00
GM0418,0.0,2001JJ00
GM0418,,2002JJ00
GM0418,,2003JJ00
GM0418,,2004JJ00
GM0418,,2005JJ00
GM0418,,2006JJ00
GM0418,,2007JJ00
GM0418,,2008JJ00
GM0418,,2009JJ00
GM0418,,2010JJ00
GM0418,,2011JJ00
GM0418,,2012JJ00
GM0418,,2013JJ00
GM0418,,2014JJ00
GM0418,,2015JJ00
GM0418,,2016JJ00
GM0418,,2017JJ00
GM0418,,2018JJ00
GM0418,,2019JJ00
GM0418,,2020JJ00
GM0418,,2021JJ00
GM0418,,2022JJ00
GM0418,,2023JJ00
GM0733,2.0,1988JJ00
GM0733,0.0,1989JJ00
GM0733,0.0,1990JJ00
GM0733,0.0,1991JJ00
GM0733,0.0,1992JJ00
GM0733,0.0,1993JJ00
GM0733,0.0,1994JJ00
GM0733,0.0,1995JJ00
GM0733,1.0,1996JJ00
GM0733,0.0,1997JJ00
GM0733,0.0,1998JJ00
GM0733,0.0,1999JJ00
GM0733,0.0,2000JJ00
GM0733,0.0,2001JJ00
GM0733,0.0,2002JJ00
GM0733,0.0,2003JJ00
GM0733,0.0,2004JJ00
GM0733,0.0,2005JJ00
GM0733,0.0,2006JJ00
GM0733,1.0,2007JJ00
GM0733,0.0,2008JJ00
GM0733,0.0,2009JJ00
GM0733,0.0,2010JJ00
GM0733,0.0,2011JJ00
GM0733,0.0,2012JJ00
GM0733,0.0,2013JJ00
GM0733,2.0,2014JJ00
GM0733,0.0,2015JJ00
GM0733,1.0,2016JJ00
GM0733,0.0,2017JJ00
GM0733,0.0,2018JJ00
GM0733,,2019JJ00
GM0733,,2020JJ00
GM0733,,2021JJ00
GM0733,,2022JJ00
GM0733,,2023JJ00
GM1705,,1988JJ00
GM1705,,1989JJ00
GM1705,,1990JJ00
GM1705,,1991JJ00
GM1705,,1992JJ00
GM1705,,1993JJ00
GM1705,,1994JJ00
GM1705,,1995JJ00
GM1705,,1996JJ00
GM1705,,1997JJ00
GM1705,,1998JJ00
GM1705,,1999JJ00
GM1705,,2000JJ00
GM1705,,2001JJ00
GM1705,,2002JJ00
GM1705,0.0,2003JJ00
GM1705,1.0,2004JJ00
GM1705,0.0,2005JJ00
GM1705,1.0,2006JJ00
GM1705,0.0,2007JJ00
GM1705,0.0,2008JJ00
GM1705,0.0,2009JJ00
GM1705,1.0,2010JJ00
GM1705,0.0,2011JJ00
GM1705,0.0,2012JJ00
GM1705,0.0,2013JJ00
GM1705,0.0,2014JJ00
GM1705,0.0,2015JJ00
GM1705,0.0,2016JJ00
GM1705,0.0,2017JJ00
GM1705,1.0,2018JJ00
GM1705,0.0,2019JJ00
GM1705,2.0,2020JJ00
GM1705,0.0,2021JJ00
GM1705,1.0,2022JJ00
GM1705,0.0,2023JJ00
GM0932,0.0,1988JJ00
GM0932,0.0,1989JJ00
GM0932,0.0,1990JJ00
GM0932,,1991JJ00
GM0932,,1992JJ00
GM0932,,1993JJ00
GM0932,,1994JJ00
GM0932,,1995JJ00
GM0932,,1996JJ00
GM0932,,1997JJ00
GM0932,,1998JJ00
GM0932,,1999JJ00
GM0932,,2000JJ00
GM0932,,2001JJ00
GM0932,,2002JJ00
GM0932,,2003JJ00
GM0932,,2004JJ00
GM0932,,2005JJ00
GM0932,,2006JJ00
GM0932,,2007JJ00
GM0932,,2008JJ00
GM0932,,2009JJ00
GM0932,,2010JJ00
GM0932,,2011JJ00
GM0932,,2012JJ00
GM0932,,2013JJ00
GM0932,,2014JJ00
GM0932,,2015JJ00
GM0932,,2016JJ00
GM0932,,2017JJ00
GM0932,,2018JJ00
GM0932,,2019JJ00
GM0932,,2020JJ00
GM0932,,2021JJ00
GM0932,,2022JJ00
GM0932,,2023JJ00
GM0328,0.0,1988JJ00
GM0328,,1989JJ00
GM0328,,1990JJ00
GM0328,,1991JJ00
GM0328,,1992JJ00
GM0328,,1993JJ00
GM0328,,1994JJ00
GM0328,,1995JJ00
GM0328,,1996JJ00
GM0328,,1997JJ00
GM0328,,1998JJ00
GM0328,,1999JJ00
GM0328,,2000JJ00
GM0328,,2001JJ00
GM0328,,2002JJ00
GM0328,,2003JJ00
GM0328,,2004JJ00
GM0328,,2005JJ00
GM0328,,2006JJ00
GM0328,,2007JJ00
GM0328,,2008JJ00
GM0328,,2009JJ00
GM0328,,2010JJ00
GM0328,,2011JJ00
GM0328,,2012JJ00
GM0328,,2013JJ00
GM0328,,2014JJ00
GM0328,,2015JJ00
GM0328,,2016JJ00
GM0328,,2017JJ00
GM0328,,2018JJ00
GM0328,,2019JJ00
GM0328,,2020JJ00
GM0328,,2021JJ00
GM0328,,2022JJ00
GM0328,,2023JJ00
GM0553,0.0,1988JJ00
GM0553,0.0,1989JJ00
GM0553,0.0,1990JJ00
GM0553,0.0,1991JJ00
GM0553,0.0,1992JJ00
GM0553,1.0,1993JJ00
GM0553,0.0,1994JJ00
GM0553,0.0,1995JJ00
GM0553,0.0,1996JJ00
GM0553,0.0,1997JJ00
GM0553,0.0,1998JJ00
GM0553,0.0,1999JJ00
GM0553,0.0,2000JJ00
GM0553,1.0,2001JJ00
GM0553,0.0,2002JJ00
GM0553,1.0,2003JJ00
GM0553,0.0,2004JJ00
GM0553,0.0,2005JJ00
GM0553,0.0,2006JJ00
GM0553,0.0,2007JJ00
GM0553,0.0,2008JJ00
GM0553,0.0,2009JJ00
GM0553,0.0,2010JJ00
GM0553,1.0,2011JJ00
GM0553,0.0,2012JJ00
GM0553,0.0,2013JJ00
GM0553,0.0,2014JJ00
GM0553,0.0,2015JJ00
GM0553,1.0,2016JJ00
GM0553,0.0,2017JJ00
GM0553,1.0,2018JJ00
GM0553,0.0,2019JJ00
GM0553,0.0,2020JJ00
GM0553,0.0,2021JJ00
GM0553,0.0,2022JJ00
GM0553,0.0,2023JJ00
GM0808,0.0,1988JJ00
GM0808,0.0,1989JJ00
GM0808,0.0,1990JJ00
GM0808,0.0,1991JJ00
GM0808,0.0,1992JJ00
GM0808,0.0,1993JJ00
GM0808,0.0,1994JJ00
GM0808,0.0,1995JJ00
GM0808,0.0,1996JJ00
GM0808,0.0,1997JJ00
GM0808,1.0,1998JJ00
GM0808,0.0,1999JJ00
GM0808,0.0,2000JJ00
GM0808,0.0,2001JJ00
GM0808,0.0,2002JJ00
GM0808,0.0,2003JJ00
GM0808,0.0,2004JJ00
GM0808,0.0,2005JJ00
GM0808,0.0,2006JJ00
GM0808,0.0,2007JJ00
GM0808,0.0,2008JJ00
GM0808,0.0,2009JJ00
GM0808,0.0,2010JJ00
GM0808,,2011JJ00
GM0808,,2012JJ00
GM0808,,2013JJ00
GM0808,,2014JJ00
GM0808,,2015JJ00
GM0808,,2016JJ00
GM0808,,2017JJ00
GM0808,,2018JJ00
GM0808,,2019JJ00
GM0808,,2020JJ00
GM0808,,2021JJ00
GM0808,,2022JJ00
GM0808,,2023JJ00
GM0140,0.0,1988JJ00
GM0140,0.0,1989JJ00
GM0140,0.0,1990JJ00
GM0140,0.0,1991JJ00
GM0140,0.0,1992JJ00
GM0140,0.0,1993JJ00
GM0140,0.0,1994JJ00
GM0140,0.0,1995JJ00
GM0140,1.0,1996JJ00
GM0140,0.0,1997JJ00
GM0140,0.0,1998JJ00
GM0140,0.0,1999JJ00
GM0140,0.0,2000JJ00
GM0140,0.0,2001JJ00
GM0140,0.0,2002JJ00
GM0140,0.0,2003JJ00
GM0140,0.0,2004JJ00
GM0140,0.0,2005JJ00
GM0140,0.0,2006JJ00
GM0140,0.0,2007JJ00
GM0140,0.0,2008JJ00
GM0140,0.0,2009JJ00
GM0140,0.0,2010JJ00
GM0140,1.0,2011JJ00
GM0140,0.0,2012JJ00
GM0140,0.0,2013JJ00
GM0140,0.0,2014JJ00
GM0140,0.0,2015JJ00
GM0140,0.0,2016JJ00
GM0140,0.0,2017JJ00
GM0140,,2018JJ00
GM0140,,2019JJ00
GM0140,,2020JJ00
GM0140,,2021JJ00
GM0140,,2022JJ00
GM0140,,2023JJ00
GM0262,0.0,1988JJ00
GM0262,0.0,1989JJ00
GM0262,0.0,1990JJ00
GM0262,0.0,1991JJ00
GM0262,0.0,1992JJ00
GM0262,0.0,1993JJ00
GM0262,0.0,1994JJ00
GM0262,0.0,1995JJ00
GM0262,0.0,1996JJ00
GM0262,0.0,1997JJ00
GM0262,0.0,1998JJ00
GM0262,0.0,1999JJ00
GM0262,0.0,2000JJ00
GM0262,1.0,2001JJ00
GM0262,0.0,2002JJ00
GM0262,1.0,2003JJ00
GM0262,0.0,2004JJ00
GM0262,1.0,2005JJ00
GM0262,2.0,2006JJ00
GM0262,1.0,2007JJ00
GM0262,0.0,2008JJ00
GM0262,0.0,2009JJ00
GM0262,0.0,2010JJ00
GM0262,0.0,2011JJ00
GM0262,0.0,2012JJ00
GM0262,1.0,2013JJ00
GM0262,1.0,2014JJ00
GM0262,1.0,2015JJ00
GM0262,3.0,2016JJ00
GM0262,1.0,2017JJ00
GM0262,3.0,2018JJ00
GM0262,1.0,2019JJ00
GM0262,1.0,2020JJ00
GM0262,1.0,2021JJ00
GM0262,0.0,2022JJ00
GM0262,0.0,2023JJ00
GM0329,0.0,1988JJ00
GM0329,0.0,1989JJ00
GM0329,0.0,1990JJ00
GM0329,0.0,1991JJ00
GM0329,1.0,1992JJ00
GM0329,0.0,1993JJ00
GM0329,0.0,1994JJ00
GM0329,0.0,1995JJ00
GM0329,0.0,1996JJ00
GM0329,0.0,1997JJ00
GM0329,0.0,1998JJ00
GM0329,0.0,1999JJ00
GM0329,0.0,2000JJ00
GM0329,0.0,2001JJ00
GM0329,0.0,2002JJ00
GM0329,0.0,2003JJ00
GM0329,0.0,2004JJ00
GM0329,0.0,2005JJ00
GM0329,0.0,2006JJ00
GM0329,1.0,2007JJ00
GM0329,0.0,2008JJ00
GM0329,0.0,2009JJ00
GM0329,0.0,2010JJ00
GM0329,,2011JJ00
GM0329,,2012JJ00
GM0329,,2013JJ00
GM0329,,2014JJ00
GM0329,,2015JJ00
GM0329,,2016JJ00
GM0329,,2017JJ00
GM0329,,2018JJ00
GM0329,,2019JJ00
GM0329,,2020JJ00
GM0329,,2021JJ00
GM0329,,2022JJ00
GM0329,,2023JJ00
GM0809,0.0,1988JJ00
GM0809,0.0,1989JJ00
GM0809,0.0,1990JJ00
GM0809,0.0,1991JJ00
GM0809,0.0,1992JJ00
GM0809,0.0,1993JJ00
GM0809,0.0,1994JJ00
GM0809,0.0,1995JJ00
GM0809,0.0,1996JJ00
GM0809,0.0,1997JJ00
GM0809,0.0,1998JJ00
GM0809,0.0,1999JJ00
GM0809,0.0,2000JJ00
GM0809,0.0,2001JJ00
GM0809,1.0,2002JJ00
GM0809,0.0,2003JJ00
GM0809,0.0,2004JJ00
GM0809,0.0,2005JJ00
GM0809,0.0,2006JJ00
GM0809,0.0,2007JJ00
GM0809,0.0,2008JJ00
GM0809,0.0,2009JJ00
GM0809,0.0,2010JJ00
GM0809,0.0,2011JJ00
GM0809,0.0,2012JJ00
GM0809,0.0,2013JJ00
GM0809,0.0,2014JJ00
GM0809,0.0,2015JJ00
GM0809,0.0,2016JJ00
GM0809,1.0,2017JJ00
GM0809,0.0,2018JJ00
GM0809,1.0,2019JJ00
GM0809,0.0,2020JJ00
GM0809,0.0,2021JJ00
GM0809,0.0,2022JJ00
GM0809,1.0,2023JJ00
GM0330,0.0,1988JJ00
GM0330,0.0,1989JJ00
GM0330,0.0,1990JJ00
GM0330,0.0,1991JJ00
GM0330,0.0,1992JJ00
GM0330,0.0,1993JJ00
GM0330,0.0,1994JJ00
GM0330,1.0,1995JJ00
GM0330,0.0,1996JJ00
GM0330,0.0,1997JJ00
GM0330,0.0,1998JJ00
GM0330,0.0,1999JJ00
GM0330,0.0,2000JJ00
GM0330,0.0,2001JJ00
GM0330,,2002JJ00
GM0330,,2003JJ00
GM0330,,2004JJ00
GM0330,,2005JJ00
GM0330,,2006JJ00
GM0330,,2007JJ00
GM0330,,2008JJ00
GM0330,,2009JJ00
GM0330,,2010JJ00
GM0330,,2011JJ00
GM0330,,2012JJ00
GM0330,,2013JJ00
GM0330,,2014JJ00
GM0330,,2015JJ00
GM0330,,2016JJ00
GM0330,,2017JJ00
GM0330,,2018JJ00
GM0330,,2019JJ00
GM0330,,2020JJ00
GM0330,,2021JJ00
GM0330,,2022JJ00
GM0330,,2023JJ00
GM0331,0.0,1988JJ00
GM0331,0.0,1989JJ00
GM0331,0.0,1990JJ00
GM0331,0.0,1991JJ00
GM0331,0.0,1992JJ00
GM0331,0.0,1993JJ00
GM0331,0.0,1994JJ00
GM0331,0.0,1995JJ00
GM0331,0.0,1996JJ00
GM0331,0.0,1997JJ00
GM0331,0.0,1998JJ00
GM0331,0.0,1999JJ00
GM0331,1.0,2000JJ00
GM0331,0.0,2001JJ00
GM0331,0.0,2002JJ00
GM0331,1.0,2003JJ00
GM0331,0.0,2004JJ00
GM0331,1.0,2005JJ00
GM0331,1.0,2006JJ00
GM0331,0.0,2007JJ00
GM0331,2.0,2008JJ00
GM0331,1.0,2009JJ00
GM0331,1.0,2010JJ00
GM0331,0.0,2011JJ00
GM0331,0.0,2012JJ00
GM0331,0.0,2013JJ00
GM0331,0.0,2014JJ00
GM0331,0.0,2015JJ00
GM0331,0.0,2016JJ00
GM0331,0.0,2017JJ00
GM0331,0.0,2018JJ00
GM0331,0.0,2019JJ00
GM0331,0.0,2020JJ00
GM0331,0.0,2021JJ00
GM0331,0.0,2022JJ00
GM0331,0.0,2023JJ00
GM0024,0.0,1988JJ00
GM0024,0.0,1989JJ00
GM0024,0.0,1990JJ00
GM0024,0.0,1991JJ00
GM0024,0.0,1992JJ00
GM0024,0.0,1993JJ00
GM0024,0.0,1994JJ00
GM0024,1.0,1995JJ00
GM0024,0.0,1996JJ00
GM0024,0.0,1997JJ00
GM0024,0.0,1998JJ00
GM0024,0.0,1999JJ00
GM0024,0.0,2000JJ00
GM0024,1.0,2001JJ00
GM0024,0.0,2002JJ00
GM0024,0.0,2003JJ00
GM0024,0.0,2004JJ00
GM0024,0.0,2005JJ00
GM0024,0.0,2006JJ00
GM0024,0.0,2007JJ00
GM0024,0.0,2008JJ00
GM0024,0.0,2009JJ00
GM0024,2.0,2010JJ00
GM0024,0.0,2011JJ00
GM0024,1.0,2012JJ00
GM0024,0.0,2013JJ00
GM0024,1.0,2014JJ00
GM0024,0.0,2015JJ00
GM0024,0.0,2016JJ00
GM0024,1.0,2017JJ00
GM0024,0.0,2018JJ00
GM0024,0.0,2019JJ00
GM0024,0.0,2020JJ00
GM0024,,2021JJ00
GM0024,,2022JJ00
GM0024,,2023JJ00
GM0168,0.0,1988JJ00
GM0168,0.0,1989JJ00
GM0168,0.0,1990JJ00
GM0168,0.0,1991JJ00
GM0168,1.0,1992JJ00
GM0168,0.0,1993JJ00
GM0168,0.0,1994JJ00
GM0168,0.0,1995JJ00
GM0168,0.0,1996JJ00
GM0168,0.0,1997JJ00
GM0168,0.0,1998JJ00
GM0168,0.0,1999JJ00
GM0168,0.0,2000JJ00
GM0168,1.0,2001JJ00
GM0168,0.0,2002JJ00
GM0168,0.0,2003JJ00
GM0168,0.0,2004JJ00
GM0168,0.0,2005JJ00
GM0168,0.0,2006JJ00
GM0168,1.0,2007JJ00
GM0168,1.0,2008JJ00
GM0168,0.0,2009JJ00
GM0168,0.0,2010JJ00
GM0168,2.0,2011JJ00
GM0168,1.0,2012JJ00
GM0168,1.0,2013JJ00
GM0168,2.0,2014JJ00
GM0168,0.0,2015JJ00
GM0168,3.0,2016JJ00
GM0168,0.0,2017JJ00
GM0168,0.0,2018JJ00
GM0168,1.0,2019JJ00
GM0168,0.0,2020JJ00
GM0168,0.0,2021JJ00
GM0168,0.0,2022JJ00
GM0168,0.0,2023JJ00
GM0810,0.0,1988JJ00
GM0810,0.0,1989JJ00
GM0810,0.0,1990JJ00
GM0810,0.0,1991JJ00
GM0810,0.0,1992JJ00
GM0810,0.0,1993JJ00
GM0810,0.0,1994JJ00
GM0810,0.0,1995JJ00
GM0810,0.0,1996JJ00
GM0810,,1997JJ00
GM0810,,1998JJ00
GM0810,,1999JJ00
GM0810,,2000JJ00
GM0810,,2001JJ00
GM0810,,2002JJ00
GM0810,,2003JJ00
GM0810,,2004JJ00
GM0810,,2005JJ00
GM0810,,2006JJ00
GM0810,,2007JJ00
GM0810,,2008JJ00
GM0810,,2009JJ00
GM0810,,2010JJ00
GM0810,,2011JJ00
GM0810,,2012JJ00
GM0810,,2013JJ00
GM0810,,2014JJ00
GM0810,,2015JJ00
GM0810,,2016JJ00
GM0810,,2017JJ00
GM0810,,2018JJ00
GM0810,,2019JJ00
GM0810,,2020JJ00
GM0810,,2021JJ00
GM0810,,2022JJ00
GM0810,,2023JJ00
GM0811,0.0,1988JJ00
GM0811,0.0,1989JJ00
GM0811,0.0,1990JJ00
GM0811,0.0,1991JJ00
GM0811,0.0,1992JJ00
GM0811,0.0,1993JJ00
GM0811,0.0,1994JJ00
GM0811,0.0,1995JJ00
GM0811,0.0,1996JJ00
GM0811,,1997JJ00
GM0811,,1998JJ00
GM0811,,1999JJ00
GM0811,,2000JJ00
GM0811,,2001JJ00
GM0811,,2002JJ00
GM0811,,2003JJ00
GM0811,,2004JJ00
GM0811,,2005JJ00
GM0811,,2006JJ00
GM0811,,2007JJ00
GM0811,,2008JJ00
GM0811,,2009JJ00
GM0811,,2010JJ00
GM0811,,2011JJ00
GM0811,,2012JJ00
GM0811,,2013JJ00
GM0811,,2014JJ00
GM0811,,2015JJ00
GM0811,,2016JJ00
GM0811,,2017JJ00
GM0811,,2018JJ00
GM0811,,2019JJ00
GM0811,,2020JJ00
GM0811,,2021JJ00
GM0811,,2022JJ00
GM0811,,2023JJ00
GM0332,0.0,1988JJ00
GM0332,0.0,1989JJ00
GM0332,1.0,1990JJ00
GM0332,0.0,1991JJ00
GM0332,0.0,1992JJ00
GM0332,0.0,1993JJ00
GM0332,0.0,1994JJ00
GM0332,1.0,1995JJ00
GM0332,0.0,1996JJ00
GM0332,0.0,1997JJ00
GM0332,1.0,1998JJ00
GM0332,0.0,1999JJ00
GM0332,0.0,2000JJ00
GM0332,0.0,2001JJ00
GM0332,0.0,2002JJ00
GM0332,0.0,2003JJ00
GM0332,0.0,2004JJ00
GM0332,0.0,2005JJ00
GM0332,,2006JJ00
GM0332,,2007JJ00
GM0332,,2008JJ00
GM0332,,2009JJ00
GM0332,,2010JJ00
GM0332,,2011JJ00
GM0332,,2012JJ00
GM0332,,2013JJ00
GM0332,,2014JJ00
GM0332,,2015JJ00
GM0332,,2016JJ00
GM0332,,2017JJ00
GM0332,,2018JJ00
GM0332,,2019JJ00
GM0332,,2020JJ00
GM0332,,2021JJ00
GM0332,,2022JJ00
GM0332,,2023JJ00
GM0333,2.0,1988JJ00
GM0333,1.0,1989JJ00
GM0333,1.0,1990JJ00
GM0333,2.0,1991JJ00
GM0333,2.0,1992JJ00
GM0333,1.0,1993JJ00
GM0333,1.0,1994JJ00
GM0333,0.0,1995JJ00
GM0333,0.0,1996JJ00
GM0333,1.0,1997JJ00
GM0333,0.0,1998JJ00
GM0333,0.0,1999JJ00
GM0333,0.0,2000JJ00
GM0333,0.0,2001JJ00
GM0333,0.0,2002JJ00
GM0333,0.0,2003JJ00
GM0333,0.0,2004JJ00
GM0333,0.0,2005JJ00
GM0333,0.0,2006JJ00
GM0333,1.0,2007JJ00
GM0333,1.0,2008JJ00
GM0333,0.0,2009JJ00
GM0333,0.0,2010JJ00
GM0333,,2011JJ00
GM0333,,2012JJ00
GM0333,,2013JJ00
GM0333,,2014JJ00
GM0333,,2015JJ00
GM0333,,2016JJ00
GM0333,,2017JJ00
GM0333,,2018JJ00
GM0333,,2019JJ00
GM0333,,2020JJ00
GM0333,,2021JJ00
GM0333,,2022JJ00
GM0333,,2023JJ00
GM0334,0.0,1988JJ00
GM0334,0.0,1989JJ00
GM0334,0.0,1990JJ00
GM0334,2.0,1991JJ00
GM0334,2.0,1992JJ00
GM0334,0.0,1993JJ00
GM0334,0.0,1994JJ00
GM0334,0.0,1995JJ00
GM0334,0.0,1996JJ00
GM0334,0.0,1997JJ00
GM0334,0.0,1998JJ00
GM0334,0.0,1999JJ00
